HouseID	Address
5728	83 Wyong St
5729	42 Clarks Rd
5730	35 Gungarlan Dr
5731	21 Henry St
5732	1/67 Milleara Rd
5733	54 Norwood Dr
5734	81 Quinn Gr
5735	94 Sterling Dr
5736	2/31 Wingara Av
5737	23 Chappell Pl
5738	23 Prospect Dr
5739	20 Keith Gr
5740	89 Sterling Dr
5741	11 Heather Av
5742	31 Nyah St
5743	13 Wonganella Dr
5744	24 Yallop Ct
5745	1/97 Arcade Wy
5746	83 Milleara Rd
5747	40 Borva Dr
5748	38 Eastleigh Av
5749	171 Sterling Dr
5750	60 Wonganella Dr
5751	92A Brees Rd
5752	35/24 Craig St
5753	16 Heatherlea Cr
5754	61 Nyah St
5755	5 Viewbank Dr
5756	38 Clarks Rd
5757	28 Noga Av
5758	26 Norwood Dr
5759	2/6 Shelley St
5760	5 Tudor Ct
5761	23 Viewbank Dr
5762	8 Alwyn Ct
5763	4 Coopers La
5764	65 Gatehouse Dr
5765	35 Henry St
5766	8 Bent St
5767	14 Hardiman St
5768	607/255 Racecourse Rd
5769	5 Rigby La
5770	403/72 Altona St
5771	2/65 Bayswater Rd
5772	1 Scarborough Pl
5773	1/162 Stockmans Wy
5774	56 Tennyson St
5775	61 Bangalore St
5776	1/16 Mawbey St
5777	2 Rourke La
5778	106/80 Speakmen St
5779	47 Barnett St
5780	72 Bayswater Rd
5781	67 Collett St
5782	4/130 Kensington Rd
5783	15 Ormond St
5784	103/70 Speakmen St
5785	1 Watsons Wk
5786	10 Altona St
5787	68 Bayswater Rd
5788	70 Hardiman St
5789	94 McConnell St
5790	59 The Crescent
5791	13 Youlden St
5792	41 Barnett St
5793	11 Nottingham St
5794	55 Westbourne Rd
5795	107/88 Altona St
5796	39 Henry St
5797	114/71 Henry St
5798	28/18 Mawbey St
5799	118/80 Ormond St
5800	51 Rankins Rd
5801	14/162 Stockmans Wy
5802	407/72 Altona St
5803	206 Stockmans Wy
5804	17/29 Bendall St
5805	119/71 Henry St
5806	21 Bayswater Rd
5807	233 Stockmans Wy
5808	109 Rankins Rd
5809	11/33 Rankins Rd
5810	413/60 Speakmen St
5811	105 Stockmans Wy
5812	6/1 The Lairidge
5813	32 Epsom Rd
5814	33 Rourke La
5815	802/70 Speakmen St
5816	12 Hardiman St
5817	36 The Crescent
5818	14 Altona St
5819	11 Nottingham St
5820	2 Peppercorn Wk
5821	13/26 Barnett St
5822	38 Rourke La
5823	33 Barnett St
5824	51 Gatehouse Dr
5825	26 Hopetoun St
5826	25 Rogan La
5827	57 Eastwood St
5828	7/51 Epsom Rd
5829	148b Kensington Rd
5830	42 McCracken St
5831	66 Parsons St
5832	8/33 Rankins Rd
5833	49 Robertson St
5834	106/80 Speakmen St
5835	33 Stockmans Wy
5836	208/465 MacAulay Rd
5837	1/16 Mawbey St
5838	28 Pridham St
5839	123 Rankins Rd
5840	103/60 Speakmen St
5841	111/80 Speakmen St
5842	15 Cakebread Mw
5843	37 Cakebread Mw
5844	55 Epsom Rd
5845	51 Lambeth St
5846	5 Rogan La
5847	25 Chelmsford St
5848	1/5 Wight St
5849	111/18 Bent St
5850	308/71 Henry St
5851	10/2 Howlett St
5852	703/70 Speakmen St
5853	301/84 Altona St
5854	302/18 Bent St
5855	68 Hardiman St
5856	8/37 Kensington Rd
5857	64 Hardiman St
5858	4 Lascelles Sq
5859	379 Racecourse Rd
5860	203/60 Speakmen St
5861	61 Willis St
5862	10 Mulgrave St
5863	208/86 Altona St
5864	13 Annadale St
5865	6 Gordon Av
5866	51 Rowland St
5867	2/28 Wimba Av
5868	7 Wimba Av
5869	7/1245 Burke Rd
5870	3/361 Cotham Rd
5871	30/20 Pakington St
5872	7 Rimington Av
5873	9 Ross St
5874	8 Campbell St
5875	3/81 Derby St
5876	43 Fernhurst Gr
5877	4 Orford Av
5878	2/27 Pakington St
5879	4 Rockingham Cl
5880	6 Wellington St
5881	26 Wimba Av
5882	45 Barrington Av
5883	74 Charles St
5884	5/233 Cotham Rd
5885	14/25 Derby St
5886	1 First Av
5887	16a Gladstone St
5888	4/76 Studley Park Rd
5889	4/11 Bowen St
5890	57 Cobden St
5891	19 Evans Rd
5892	11/912 Glenferrie Rd
5893	2/380 High St
5894	19 May St
5895	13/54 Studley Park Rd
5896	9 Tregarron Av
5897	36 Belmont Av
5898	71 Cecil St
5899	84 Sackville St
5900	15 Scott St
5901	14 Studley Av
5902	94 Argyle Rd
5903	73 Cobden St
5904	157 Eglinton St
5905	4a Hartington St
5906	4/4 St Johns Pde
5907	7 Clevedon Ct
5908	21 Gordon Av
5909	23 Campbell St
5910	16 Charles St
5911	3 First Av
5912	4 Franks Gr
5913	2/9 Henry St
5914	4 Hunter St
5915	13a James Av
5916	8 Merrion Pl
5917	10 Vaughan Cr
5918	31 Barnard Gr
5919	75 Derby St
5920	14 Findon Cr
5921	17 Gladstone St
5922	3/505 High St
5923	31 Miller Gr
5924	3/8 Mountain Gr
5925	47 Brougham St
5926	88 Edgevale Rd
5927	1/204 Brougham St
5928	4/1227 Burke Rd
5929	51 Davis St
5930	15 Edgevale Rd
5931	23 Grange Rd
5932	13 Linnaker Pl
5933	7 Owen St
5934	6/60 Peel St
5935	1A Segtoune St
5936	40 Studley Av
5937	419 Barkers Rd
5938	15 Barry St
5939	18 Finhaven Ct
5940	101/75 Princess St
5941	102/75 Princess St
5942	1/4 Rowland St
5943	4/35 Studley Park Rd
5944	138 Edgevale Rd
5945	4/24 Highbury Gr
5946	3 Oshaughnessy St
5947	2/120 Princess St
5948	27 Second Av
5949	3/75 Alfred St
5950	33 Argyle Rd
5951	30 Cobden St
5952	14 Denmark St
5953	13 Findon Cr
5954	54a Parkhill Rd
5955	71 Peel St
5956	11/48 Princess St
5957	67 Sackville St
5958	2/54 Studley Park Rd
5959	76 Walpole St
5960	32a Duke St
5961	178 Peel St
5962	11/6 Swinton Av
5963	2/147 Willsmere Rd
5964	3/37 Atkins St
5965	4/13 Belmont Av
5966	56 Cecil St
5967	302 Cotham Rd
5968	4/34 Dean St
5969	37 Disraeli St
5970	23 Gellibrand St
5971	74 Gladstone St
5972	21 Grandview Tce
5973	83 Normanby Rd
5974	17 Park La
5975	134 Parkhill Rd
5976	33 Wrixon St
5977	3/15 Atkins St
5978	35 Barrington Av
5979	2A Churchill St
5980	30 College Pde
5981	176 Cotham Rd
5982	116 Edgevale Rd
5983	140 Eglinton St
5984	10 Kent St
5985	6 Moonbria Av
5986	31 Peel St
5987	45 Stevenson St
5988	25 Thomas St
5989	93 Wellington St
5990	42 Atkins St
5991	1 Campbell St
5992	2/49 Cecil St
5993	24 Fitzwilliam St
5994	5 Gellibrand St
5995	32 Grandview Tce
5996	37 Heather Gr
5997	176 Peel St
5998	8 Tara Av
5999	52 Argyle Rd
6000	34 Cobden St
6001	27 Studley Av
6002	2/37 Wills St
6003	10/7 College Pde
6004	24 Hillcrest Av
6005	5/17 Marshall Av
6006	7a Peel St
6007	114b Princess St
6008	9 Tara Av
6009	3 Elphinstone Ct
6010	61 Molesworth St
6011	14 Stoke Av
6012	97 Walpole St
6013	5/13 Hope Ct
6014	2/13 Kent St
6015	91 Princess St
6016	15 Rimington Av
6017	9/25 Derby St
6018	25 Duke St
6019	27 Earl St
6020	4/97 Earl St
6021	2 Fernhurst Gr
6022	40 Hartington St
6023	51 Princess St
6024	26 Argyle Rd
6025	1/377 Barkers Rd
6026	80 Brougham St
6027	11 Gordon Av
6028	6/13 Hope Ct
6029	7A Marshall Av
6030	68 Mary St
6031	2/27 Pakington St
6032	1/6 Ridgeway Av
6033	2/78 Studley Park Rd
6034	3/99 Earl St
6035	205/56 Harp Rd
6036	53 Mary St
6037	59 Peel St
6038	5/93 Princess St
6039	75 Earl St
6040	7 Gladstone St
6041	3/100 Mount St
6042	21 Princess St
6043	127 Wellington St
6044	2/37 Atkins St
6045	6 Belmont Av
6046	14 Byron St
6047	8 Carnsworth Av
6048	60 Childers St
6049	18 Collins St
6050	4/206 Cotham Rd
6051	36 Denmark St
6052	33 Disraeli St
6053	27 Fernhurst Gr
6054	7 Heather Gr
6055	47 Kellett Gr
6056	69 Malin St
6057	12 Thomas St
6058	23 Valentine Av
6059	157 Wiltshire Dr
6060	1181 Burke Rd
6061	62 Campbell St
6062	11/54 Charles St
6063	54 First Av
6064	43 Kellett Gr
6065	2 Perry Ct
6066	3/40 Rowland St
6067	25 Stoke Av
6068	16 Swinton Av
6069	7 Victor Av
6070	6/108 Walpole St
6071	31 Argyle Rd
6072	15/8 Cobden St
6073	97 Edgevale Rd
6074	46 Grandview Tce
6075	17 Hartington St
6076	26 Pakington St
6077	82 Parkhill Rd
6078	72 Peel St
6079	26 Queen St
6080	42 Ridgeway Av
6081	51 Stawell St
6082	34 Alfred St
6083	28/60 Harp Rd
6084	49 Princess St
6085	3 Wills St
6086	34 Baker Av
6087	1/3 Leason St
6088	43 Oswin St
6089	4/34 Strathalbyn St
6090	73 Belford Rd
6091	6 Tanner Av
6092	106 Kilby Rd
6093	2 Longstaff St
6094	2/37 Strathalbyn St
6095	14 Irymple Av
6096	19 Woolcock Av
6097	1/23 Windella Av
6098	52 Frater St
6099	35 McConchie Av
6100	5/111 Kilby Rd
6101	14 Belford Av
6102	18 Cole Av
6103	1 Meldrum St
6104	30 Willow Gr
6105	96 Kilby Rd
6106	4/16 Woodlands Av
6107	41 White Av
6108	7 Violet Gr
6109	33a Westbrook St
6110	44 Westbrook St
6111	62 Munro St
6112	36 Belford Rd
6113	41 Frater St
6114	29a Irymple Av
6115	2 Violet Gr
6116	17 Hamilton St
6117	2/1 Hartwood St
6118	13 Ratten Av
6119	17 Minogue St
6120	1/173 Kilby Rd
6121	42 Willow Gr
6122	174 Kilby Rd
6123	89 Kilby Rd
6124	28 Coleman Av
6125	1/50 Hartwood St
6126	6/27 Windella Av
6127	9a Arden Ct
6128	36 Belford Rd
6129	581 High St
6130	4/69 Windella Av
6131	3/14 Arden Ct
6132	1/27 Windella Av
6133	35 Frater St
6134	1/2 Kitchener St
6135	36 Baker Av
6136	43 Ramsay Av
6137	8 Wattle Rd
6138	1/6 Windella Av
6139	1/23 Woodlands Av
6140	30 Monaro Rd
6141	5/414 Glenferrie Rd
6142	4/1 Monaro Rd
6143	87 Talbot Cr
6144	6/1 Monaro Rd
6145	77 Elizabeth St
6146	2A Moralla Rd
6147	8 Avenel Rd
6148	105 Elizabeth St
6149	81 Talbot Cr
6150	12 Bosquet St
6151	3 Crefden St
6152	27 Dunedin St
6153	2/22 Jackson St
6154	32 Ringtail Cct
6155	8/101 Ballarat Rd
6156	19 Norfolk St
6157	5/16 Omar St
6158	26 Inkerman St
6159	12 Lindenow St
6160	4/27 Baird St
6161	3 Hutton St
6162	4/116 Ballarat Rd
6163	2/45 Cathcart St
6164	21 Pullar St
6165	4/11 Edmund St
6166	29 Rosamond Rd
6167	25 Carlyle St
6168	2/120 Suffolk St
6169	7 Wallace St
6170	17 Churchill Av
6171	11 Madden St
6172	3/20 Burns St
6173	44 Inkerman St
6174	1/165 Mitchell St
6175	67 Norfolk St
6176	4/4 Crefden St
6177	7 Churchill Av
6178	16 Lindenow St
6179	10 Thomson St
6180	67 Ballarat Rd
6181	6/2 Crefden St
6182	9/15 Eucalyptus Dr
6183	1/166 Mitchell St
6184	1/27 Baird St
6185	10 Churchill Av
6186	2/48 Inkerman St
6187	45 Radio St
6188	14 Suffolk St
6189	48/48 Eucalyptus Dr
6190	3/29 Burns St
6191	3/29 Burns St
6192	2/32 Burns St
6193	29 Marsh St
6194	43 Omar St
6195	19/12 Crefden St
6196	17/46 Eucalyptus Dr
6197	21 Montgomery St
6198	47 Radio St
6199	14a Scovell Cr
6200	4 Maple St
6201	38 Suffolk St
6202	32c Burns St
6203	3 Ringtail Cct
6204	18 Wallace St
6205	191 Ballarat Rd
6206	1/12 Clarendon St
6207	4/6 Crefden St
6208	2 Omar St
6209	62 Suffolk St
6210	1/11 Baird St
6211	40 Howard St
6212	45 Norfolk St
6213	1/12 Clarendon St
6214	11d Rooney St
6215	20 Kanooka Dr
6216	14 Madden St
6217	1/39 Spurling St
6218	171 Mitchell St
6219	13 Burns St
6220	2/13 Radio St
6221	14 Howard St
6222	9 Verdun St
6223	17 Horace St
6224	39 McKinley Av
6225	17 Shaftesbury Av
6226	2/240 Wattletree Rd
6227	1/11 Mayfield Av
6228	17 Chesterfield Av
6229	1/3 Irving St
6230	9/3 Irving St
6231	17/246 Wattletree Rd
6232	95 Claremont Av
6233	35 Dixon St
6234	8/6 Finlayson St
6235	12 Hornsby St
6236	3 Plant St
6237	27 Alice St
6238	12 Robinson St
6239	67 Wheatland Rd
6240	27 Bonview Rd
6241	3/58 Cawkwell St
6242	11 Eva St
6243	32a Ewart St
6244	19 Glendearg Gr
6245	206/361 Glenferrie Rd
6246	19 Gordon Gr
6247	7/6 Irving St
6248	8/15 Wheatland Rd
6249	35 Evandale Rd
6250	4/382 Glenferrie Rd
6251	30 Grace St
6252	3/6 Irving St
6253	2/64 Cawkwell St
6254	8/7 Warner St
6255	20 Norfolk Pl
6256	21a Claremont Av
6257	25 Edsall St
6258	30 Parslow St
6259	42 Stanhope St
6260	51 Dixon St
6261	41 Milton Pde
6262	41 Horace St
6263	3/2 Cawkwell St
6264	42 Cressy St
6265	312 Glenferrie Rd
6266	109/1387 Malvern Rd
6267	22 Milton Pde
6268	60 Milton Pde
6269	203/1 Norfolk Pl
6270	85 Stanhope St
6271	29/202 Wattletree Rd
6272	14 Woodmason St
6273	6/20 Johnstone St
6274	9/42 Winter St
6275	304/361 Glenferrie Rd
6276	1/19 Horace St
6277	54 Jordan St
6278	10/37 Wheatland Rd
6279	40 Cawkwell St
6280	9 Fraser St
6281	16/236 Wattletree Rd
6282	45 Wheatland Rd
6283	109/14 Elizabeth St
6284	6 Euston St
6285	3/423 Glenferrie Rd
6286	34 Johnstone St
6287	10 Woodmason St
6288	109/14 Elizabeth St
6289	82 Elizabeth St
6290	7 Lysterville Av
6291	18 Soudan St
6292	3/298 Glenferrie Rd
6293	24 Hunter St
6294	37 Claremont Av
6295	13 Euston St
6296	7 Hunter St
6297	3 Mary St
6298	59 Thanet St
6299	2/2 Cawkwell St
6300	11 Chesterfield Av
6301	24/1231 Malvern Rd
6302	2 McArthur St
6303	101/361 Glenferrie Rd
6304	20 Gordon Gr
6305	58 Horace St
6306	50 Hunter St
6307	8/6 Irving St
6308	1 McArthur St
6309	82 Milton Pde
6310	3 Pine Gr
6311	5 Shaftesbury Av
6312	17 Spring Rd
6313	3/197 Wattletree Rd
6314	6/31 Claremont Av
6315	5a Ewart St
6316	8/236 Wattletree Rd
6317	11 Childers Rd
6318	122/14 Elizabeth St
6319	53 Elizabeth St
6320	3/3 Irving St
6321	2/5 Moorakyne Av
6322	120 Stanhope St
6323	4/8 Park St
6324	1/58 Cawkwell St
6325	5 Northbrook Av
6326	13/200 Wattletree Rd
6327	15 Winter St
6328	36 Hunter St
6329	17 McKinley Av
6330	117 Stanhope St
6331	42 Victoria Rd
6332	25/158 Wattletree Rd
6333	31a Winter St
6334	9 Chanak St
6335	1/13 Goode St
6336	44 Thurso St
6337	375 Waverley Rd
6338	18 Albert St
6339	26 Boston Av
6340	1/52 Bowen St
6341	23 Clynden Av
6342	8 Dundonald Av
6343	41 Emo Rd
6344	78 Emo Rd
6345	11 Findon St
6346	5 Hughes St
6347	1894 Malvern Rd
6348	16A Manning Rd
6349	19 Millewa Av
6350	35 Warley Rd
6351	32/997 Dandenong Rd
6352	1281B Dandenong Rd
6353	3/919 Dandenong Rd
6354	1 Deakin St
6355	17 Findon St
6356	26 Fisher St
6357	4/2 Green Gables Av
6358	12 Hilda St
6359	5 Langville Ct
6360	3/6 Peverill St
6361	17 The Grange
6362	32 Tooronga Rd
6363	2/240 Waverley Rd
6364	5 Anfield Ct
6365	31 Berrima Av
6366	48 Darling Rd
6367	38 MacGregor St
6368	2049 Malvern Rd
6369	2083 Malvern Rd
6370	3/88 Paxton St
6371	68 Beaver St
6372	34 Ferncroft Av
6373	1/6 Ferncroft Av
6374	3/35 Grant St
6375	15a Hedgeley Av
6376	3/406 Wattletree Rd
6377	19 Belgrave Rd
6378	2 Bruce St
6379	13/997 Dandenong Rd
6380	2/7 Gauntlet Rd
6381	1872a Malvern Rd
6382	52 Abbotsford Av
6383	2/82 Brunel St
6384	55 Emo Rd
6385	12 Gauntlet Rd
6386	61 Repton Rd
6387	1/21 Camira St
6388	973 Dandenong Rd
6389	16 Davies St
6390	349 Waverley Rd
6391	14/410 Waverley Rd
6392	8 Ash Gr
6393	46 Boston Av
6394	2/919 Dandenong Rd
6395	95 Manning Rd
6396	3/1 Wilton Vale Cr
6397	1039e Dandenong Rd
6398	50 The Boulevard
6399	43 Tooronga Rd
6400	4 Batesford Rd
6401	69 Beaver St
6402	19 Belson St
6403	1/3 Brunel St
6404	3/16 Carrum St
6405	24/997 Dandenong Rd
6406	7/1 Wilton Vale Cr
6407	33 Emo Rd
6408	43 Kerferd St
6409	12a Millewa Av
6410	351 Waverley Rd
6411	8 MacGregor St
6412	44 Manning Rd
6413	6/5 Peak St
6414	24 Prior Rd
6415	1413 Dandenong Rd
6416	2 Tennyson St
6417	29 MacGregor St
6418	102 Manning Rd
6419	6 Ramona Av
6420	1876 Malvern Rd
6421	2/25 Fisher St
6422	1890 Malvern Rd
6423	25 Summerhill Av
6424	41 Summerhill Av
6425	1/14 Durward Rd
6426	2/14 Durward Rd
6427	32 Emo Rd
6428	68A Emo Rd
6429	8/7 Hedgeley Av
6430	34 Ivanhoe Gr
6431	10 Manning Rd
6432	558 Waverley Rd
6433	2/53 Beaver St
6434	112a Bowen St
6435	22 Deakin St
6436	4 Findon St
6437	3/2 Kardella St
6438	1956 Malvern Rd
6439	5/417 Wattletree Rd
6440	9/240 Waverley Rd
6441	14 Beaver St
6442	21 Cairnes Cr
6443	61 Finch St
6444	17A Findon St
6445	6 Karma Av
6446	9 Prior Rd
6447	5 Sydare Av
6448	1 Villers Sq
6449	21 Albert St
6450	2B Hedgeley Av
6451	4/24 Hyslop Pde
6452	21 Kerferd St
6453	4/16 Repton Rd
6454	16 Turner St
6455	8a Anderson St
6456	2/16 Beaver St
6457	2b Brunel St
6458	18 Grant St
6459	11 Hillard St
6460	14 Nyora St
6461	61a Paxton St
6462	1 Thomas St
6463	398 Wattletree Rd
6464	6 Chanak St
6465	3/907 Dandenong Rd
6466	66 Argyll St
6467	5/25 Clarence St
6468	2a Ivanhoe Gr
6469	77 Millewa Av
6470	10 Ramona Av
6471	1/3 Steele St
6472	28a Abbotsford Av
6473	3/3 Bates St
6474	83a Brunel St
6475	54 Capon St
6476	25 Douglas St
6477	2/3 Hilda St
6478	2D Paxton St
6479	48 The Boulevard
6480	11 Warida Av
6481	8a Prior Rd
6482	3/9 Tollington Av
6483	28 Bowen St
6484	5 Repton Rd
6485	2/39 Tooronga Rd
6486	5/80 Burke Rd
6487	22 Ellison St
6488	23 Findon St
6489	21 John St
6490	10/1810 Malvern Rd
6491	74 Millewa Av
6492	3/2 Moira St
6493	3/5 Peak St
6494	15 Prior Rd
6495	3/100 Tooronga Rd
6496	22 Warida Av
6497	15/5 Warley Rd
6498	1/380 Waverley Rd
6499	401A Waverley Rd
6500	12 Ailsa Av
6501	23 Darling Rd
6502	6/16 Dene Av
6503	1/32 Fisher St
6504	18b Hillard St
6505	17 Hyslop Pde
6506	5/36 The Avenue
6507	546 Waverley Rd
6508	15 Alma St
6509	30 Forster Av
6510	20a Thurso St
6511	21 Virginia Gr
6512	42 Washington Av
6513	13 Clarence St
6514	3/915 Dandenong Rd
6515	37 Emo Rd
6516	1993 Malvern Rd
6517	4/4 Paxton St
6518	2 Taylor Ct
6519	7 Tennyson St
6520	114 Tooronga Rd
6521	1c Wilmot St
6522	1/127 Raleigh Rd
6523	2/21 Bloomfield Av
6524	25 Cedar Dr
6525	101/55 Cumberland Dr
6526	6 Londrew Ct
6527	6 Kynoch La
6528	53 Wests Rd
6529	43 Hillsdale Av
6530	28 Hillside Cr
6531	3 Village Wy
6532	29 Lakeside Cr
6533	408/44 Skyline Dr
6534	8/42 Wests Rd
6535	18 Blair St
6536	104 Gatehouse Pl
6537	2a Hillside Cr
6538	8/10 Middle Rd
6539	3 Valnere St
6540	19 Warrs Rd
6541	5 Kallara Gr
6542	3/41 Pridham St
6543	3/6 Randall St
6544	31 Hillsdale Av
6545	3 Lakeside Cr
6546	41 River St
6547	8/10 Anglers Wy
6548	44 Blair St
6549	4 Kallara Gr
6550	28 Kellaway St
6551	33 Newstead St
6552	4 Platypus Ct
6553	9 Rylie La
6554	11 Cedar Dr
6555	302/55 Cumberland Dr
6556	7/3 Ensign St
6557	209/4 La Scala Av
6558	1/97 Raleigh Rd
6559	4/9 Warrs Rd
6560	455 Gordon St
6561	1/9 Warrs Rd
6562	8/7 Grandview Av
6563	2/7 Bloomfield Av
6564	2/1 Grandview Av
6565	23/14 Horizon Dr
6566	204/32 La Scala
6567	12 Marin La
6568	104/5 Ordnance Res
6569	205/7 Ordnance Res
6570	23/14 Horizon Dr
6571	1/52 Wests Rd
6572	9 Dale St
6573	26 Mitchell St
6574	205/20 Pier La
6575	2/105 Raleigh Rd
6576	3/105 Raleigh Rd
6577	4/105 Raleigh Rd
6578	17 Ribbony Wk
6579	2/38 Bloomfield Av
6580	102/64 Wests Rd
6581	112 Edgewater Bvd
6582	42/2 Horizon Dr
6583	5 Lyric St
6584	3/26 Middle Rd
6585	19 Pridham St
6586	6 Wardell Cl
6587	4/10 Anglers Wy
6588	3 Rimfire Wk
6589	7/13 Navigator St
6590	12 Newstead St
6591	20/9 Fabian Ct
6592	44/2 Horizon Dr
6593	401/4 La Scala Av
6594	1 Nayook La
6595	37 Raleigh Rd
6596	23/4 Wests Rd
6597	705/60 Edgewater Bvd
6598	19/9 Fabian Ct
6599	37 Skyline Dr
6600	6 Vista Ri
6601	211/20 Pier La
6602	101 Raleigh Rd
6603	6/4 Belvedere Cl
6604	31 Forge Cl
6605	209/4 La Scala Av
6606	102/64 Wests Rd
6607	28 Blair St
6608	10a Wardell Cl
6609	16 Amarco Cr
6610	2 Murnong St
6611	28 Blair St
6612	33 River St
6613	23 Duffy St
6614	9 Lyric St
6615	4/47 Middle Rd
6616	56 Skyline Dr
6617	404/77 Village Wy
6618	329 Gordon St
6619	21/4 Wests Rd
6620	34 Mitchell St
6621	7 Pridham St
6622	10 Amarco Cr
6623	17 Bloomfield Av
6624	66 Raleigh Rd
6625	110/44 Skyline Dr
6626	26 Waterford Av
6627	75 Edgewater Bvd
6628	39 Kellaway St
6629	10 Lakeside Cr
6630	31 Monash St
6631	1 The Esplanade
6632	4/28 Wests Rd
6633	6 Ibis Pl
6634	31 Allara Av
6635	90 Blair St
6636	12 Ibis Pl
6637	34 MacEdon St
6638	19 Mitchell St
6639	21 Mitchell St
6640	3/4 Navigator St
6641	19/562 Little Bourke St
6642	605/55 Queens Rd
6643	318/9 Commercial Rd
6644	902/16 Liverpool St
6645	173/350 St Kilda Rd
6646	709/480 St Kilda Rd
6647	14/2 Exhibition St
6648	203/350 La Trobe St
6649	15/27 Queens Rd
6650	702/598 St Kilda Rd
6651	2306/265 Exhibition St
6652	1703/8 Franklin St
6653	1707/8 Franklin St
6654	2/30 Queens Rd
6655	121/461 St Kilda Rd
6656	184/461 St Kilda Rd
6657	404/469 St Kilda Rd
6658	1701/568 St Kilda Rd
6659	1501/87 Franklin St
6660	216/68 Latrobe St
6661	1108/318 Little Lonsdale St
6662	2801/639 Lonsdale St
6663	1205/480 St Kilda Rd
6664	807/582 St Kilda Rd
6665	3811/80 Abeckett St
6666	104/99 Abeckett St
6667	2403/8 Franklin St
6668	405/270 King St
6669	16/30 Queens Rd
6670	83/416 St Kilda Rd
6671	1701/594 St Kilda Rd
6672	805/300 Swanston St
6673	608/547 Flinders La
6674	719/55 Queens Rd
6675	1011/74 Queens Rd
6676	1615/250 Elizabeth St
6677	49/2 Exhibition St
6678	101/505 St Kilda Rd
6679	1/5 Davisons Pl
6680	2905/639 Lonsdale St
6681	45/431 St Kilda Rd
6682	2304/620 Collins St
6683	2111/620 Collins St
6684	2206/60 Market St
6685	404/539 St Kilda Rd
6686	308/16 Liverpool St
6687	1204/82 Queens Rd
6688	816/300 Swanston St
6689	928/43 Therry St
6690	215/39 Lonsdale St
6691	312/55 Queens Rd
6692	505/83 Queens Rd
6693	131/1 Albert Rd
6694	901/265 Exhibition St
6695	208/108 Flinders St
6696	12/18 Queens Rd
6697	19/30 Queens Rd
6698	4/58 Queens Rd
6699	1610/83 Queens Rd
6700	703/610 St Kilda Rd
6701	1104/582 St Kilda Rd
6702	304/18 Russell Pl
6703	330/67 Spencer St
6704	301/442 St Kilda Rd
6705	1502/568 St Kilda Rd
6706	33/300 King St
6707	25/32 Queens Rd
6708	10/628 St Kilda Rd
6709	1001/639 Little Bourke St
6710	903/16 Liverpool St
6711	506/70 Queens Rd
6712	3301/288 Spencer St
6713	715/300 Swanston St
6714	4215/220 Spencer St
6715	101/461 St Kilda Rd
6716	304/8 Sutherland St
6717	32/2 Exhibition St
6718	17/180 Little Collins St
6719	1206/483 Swanston St
6720	1018/422 Collins St
6721	1703/8 Franklin St
6722	1104/55 Queens Rd
6723	303/166 Flinders St
6724	43/1 Exhibition St
6725	101/55 Queens Rd
6726	12/73 Queens Rd
6727	507/325 Collins St
6728	702/108 Flinders St
6729	204/368 Little Collins St
6730	310/74 Queens Rd
6731	1302/454 St Kilda Rd
6732	60 Hayward La
6733	9/73 Queens Rd
6734	20/449 St Kilda Rd
6735	910/480 St Kilda Rd
6736	1702/572 St Kilda Rd
6737	420/539 St Kilda Rd
6738	501/300 Swanston St
6739	804/394 Collins St
6740	215/422 Collins St
6741	1003/265 Exhibition St
6742	202/639 Lonsdale St
6743	431/539 St Kilda Rd
6744	103/565 Flinders St
6745	74/431 St Kilda Rd
6746	509/33 MacKenzie St
6747	901/469 St Kilda Rd
6748	18/539 St Kilda Rd
6749	1007/594 St Kilda Rd
6750	96/632 St Kilda Rd
6751	277 Danks St
6752	31/75 Park Rd
6753	198 Page St
6754	96 Hambleton St
6755	2/61 Canterbury Rd
6756	5/143 Canterbury Rd
6757	40 Langridge St
6758	337 Danks St
6759	12 Langridge St
6760	15 McGregor St
6761	81 Carter St
6762	50 Park Rd
6763	6/82 Patterson St
6764	48 Langridge St
6765	3/143 Canterbury Rd
6766	76 Harold St
6767	82 Harold St
6768	8/49 Patterson St
6769	319 Richardson St
6770	287 Richardson St
6771	15 Fraser St
6772	193 Richardson St
6773	33 Nimmo St
6774	171 Ashworth St
6775	77 Mills St
6776	82 Hambleton St
6777	98 Harold St
6778	141 Richardson St
6779	87 Carter St
6780	371 Elgar Rd
6781	17 Rowland St
6782	50/781 Whitehorse Rd
6783	7A Lightfoot St
6784	2 Gawler Ct
6785	71 Victoria Cr
6786	48 Kenmare St
6787	3 Gilbert St
6788	3/7 Leopold Cr
6789	4/30 Kenmare St
6790	13/17 Kingsley Cr
6791	33a Kingsley Cr
6792	7 Kingsley Cr
6793	105/766 Whitehorse Rd
6794	11 Rostrevor Pde
6795	40 Zetland Rd
6796	9 Carlyle Cr
6797	9 Hotham Ct
6798	42 View St
6799	28 Lorne Pde
6800	4/1 Nangnak La
6801	7/27 High St
6802	6/41 Zetland Rd
6803	5 Kingsley Cr
6804	10 Zetland Rd
6805	27 Grace St
6806	2/18 Lorne Pde
6807	12 Rostrevor Pde
6808	80 Victoria Cr
6809	9 Victoria Cr
6810	55 View St
6811	3/18 Louise Av
6812	6 Serpentine St
6813	2/82 Victoria Cr
6814	53/781 Whitehorse Rd
6815	3/29 Trafalgar St
6816	7/86 Victoria Cr
6817	72 Churchill St
6818	33 Victoria Cr
